,q0001,q0002,q0004_0001,q0004_0002,q0004_0003,q0004_0004,q0004_0005,q0004_0006,q0005,q0007_0001,q0007_0002,q0007_0003,q0007_0004,q0007_0005,q0007_0006,q0007_0007,q0007_0008,q0007_0009,q0007_0010,q0007_0011,q0008_0001,q0008_0002,q0008_0003,q0008_0004,q0008_0005,q0008_0006,q0008_0007,q0008_0008,q0008_0009,q0008_0010,q0008_0011,q0008_0012,q0009,q0010_0001,q0010_0002,q0010_0003,q0010_0004,q0010_0005,q0010_0006,q0010_0007,q0010_0008,q0011_0001,q0011_0002,q0011_0003,q0011_0004,q0011_0005,q0012_0001,q0012_0002,q0012_0003,q0012_0004,q0012_0005,q0012_0006,q0012_0007,q0013,q0014,q0015,q0017,q0018,q0019_0001,q0019_0002,q0019_0003,q0019_0004,q0019_0005,q0019_0006,q0019_0007,q0020_0001,q0020_0002,q0020_0003,q0020_0004,q0020_0005,q0020_0006,q0021_0001,q0021_0002,q0021_0003,q0021_0004,q0022,q0024,q0025_0001,q0025_0002,q0025_0003,q0026,q0028,q0029,q0030,q0034,q0035,q0036,racethn4,educ4,age3,kids,orientation,weight
38,Very masculine,Not too important,1,1,0,0,0,1,No,Sometimes,Rarely,Rarely,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Often,"Never, and not open to it",Rarely,0,1,0,0,0,0,0,0,1,0,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Always,It?s the right thing to do,You make more money than your date,You feel good about being the one who pays,0,"You asked the person out, so you feel obligated to pay",0,0,0,0,0,1,1,0,0,0,0,1,0,Married,0,1,0,Straight,White,College graduate,Arizona,"$200,000+",Mountain,MacOS Desktop / Laptop,White,College or more,65 and up,1,Straight,0.408203209
39,Not very masculine,Not too important,1,0,0,0,0,0,Yes,Sometimes,Rarely,Sometimes,Sometimes,"Never, and not open to it","Never, and not open to it","Never, and not open to it",Often,Sometimes,Sometimes,Often,0,1,0,1,1,0,1,1,1,1,1,0,"Not employed, NOT looking for work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Never,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Married,1,1,0,Straight,Asian,High school or G.E.D.,South Carolina,"$10,000-$24,999",South Atlantic,iOS Phone / Tablet,Other,High school or less,35 - 64,1,Straight,1.8146813000000002
40,Somewhat masculine,Not too important,1,1,1,0,1,1,Yes,Often,Rarely,Sometimes,Often,Rarely,Rarely,Rarely,Rarely,Often,Sometimes,Sometimes,0,1,0,0,0,0,0,0,0,0,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Rarely,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Married,0,1,0,Straight,White,College graduate,Washington,"$75,000-$99,999",Pacific,Other,White,College or more,65 and up,1,Straight,0.37398530700000004
41,Not very masculine,Not too important,1,1,0,0,0,1,No,Sometimes,Sometimes,Rarely,Rarely,"Never, but open to it","Never, but open to it","Never, and not open to it",Rarely,"Never, but open to it",Often,Sometimes,0,0,0,0,0,0,0,1,1,1,0,0,"Not employed, looking for work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Always,It?s the right thing to do,0,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",0,0,0,0,0,1,1,0,0,0,0,1,0,Never married,0,0,1,Straight,White,Post graduate degree,Washington,"$50,000-$74,999",Pacific,Windows Desktop / Laptop,White,Post graduate degree,35 - 64,0,Straight,0.054032635
42,Somewhat masculine,Not too important,1,1,0,0,0,0,Yes,Sometimes,Sometimes,Sometimes,Rarely,"Never, and not open to it",Often,"Never, and not open to it",Rarely,No answer,"Never, but open to it",Rarely,0,0,0,0,0,0,0,0,1,1,0,0,"Employed, working part-time",0,0,0,0,0,Men generally have more support from their managers,0,0,Managers want to hire and promote women,0,0,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Only a little,No,Yes,Sometimes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Married,0,1,0,Straight,White,College graduate,Idaho,"$75,000-$99,999",Mountain,Windows Desktop / Laptop,White,College or more,65 and up,1,Straight,0.30902109899999997
43,Very masculine,Somewhat important,1,1,0,0,1,0,Yes,Sometimes,Sometimes,Sometimes,Sometimes,"Never, but open to it",Often,"Never, and not open to it",Often,Rarely,"Never, but open to it",Rarely,0,1,0,1,0,0,0,0,0,0,0,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,Managers want to hire and promote women,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,0,0,0,Reached out to the victim to offer support,0,0,0,0,A lot,Yes,Yes,Always,It?s the right thing to do,You make more money than your date,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Married,0,0,1,Straight,White,Post graduate degree,Texas,"$175,000-$199,999",West South Central,Other,White,Post graduate degree,35 - 64,0,Straight,0.09910235
44,Very masculine,Very important,1,0,0,0,0,1,Yes,Rarely,Sometimes,Rarely,Sometimes,"Never, but open to it","Never, and not open to it","Never, and not open to it",Often,Often,"Never, but open to it",Rarely,0,0,0,0,0,0,0,0,0,0,0,1,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Always,It?s the right thing to do,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Married,0,1,0,Straight,White,Some college,Texas,"$75,000-$99,999",West South Central,iOS Phone / Tablet,White,Some college,65 and up,1,Straight,0.600430108
45,Somewhat masculine,Not at all important,1,1,0,0,0,0,No,Rarely,Rarely,"Never, but open to it","Never, but open to it","Never, but open to it",Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it","Never, and not open to it",Sometimes,0,0,0,0,0,0,1,0,0,0,0,0,"Employed, working part-time",0,0,0,0,0,Men generally have more support from their managers,0,0,0,0,0,None of the above,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Only a little,No,Yes,Never,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Married,0,1,0,Straight,White,Associate's degree,Florida,"$50,000-$74,999",South Atlantic,Windows Desktop / Laptop,White,Some college,65 and up,1,Straight,0.635442753
46,Not very masculine,Not too important,1,1,1,0,1,0,No,Rarely,No answer,"Never, and not open to it",No answer,"Never, and not open to it",No answer,"Never, and not open to it","Never, but open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it",0,0,0,0,0,0,0,0,0,0,0,1,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Always,It?s the right thing to do,You make more money than your date,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",You try to pay to see if the other person will offer to share in the cost,0,0,0,0,0,1,0,0,0,0,1,0,Married,1,0,0,Straight,White,High school or G.E.D.,Oregon,"$25,000-$49,999",Pacific,Windows Desktop / Laptop,White,High school or less,65 and up,1,Straight,1.701502298
47,Not very masculine,Not too important,0,1,0,0,0,0,Yes,Often,Often,Sometimes,Often,Rarely,Often,"Never, and not open to it",Sometimes,Sometimes,Often,Sometimes,1,1,1,0,1,0,1,1,1,0,1,0,"Employed, working full-time",Men make more money,0,0,Men have more promotion/professional development opportunities,Men are explicitly praised more often,0,0,0,0,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,0,Contacted the HR department,Contacted the manager of the accused person,Reached out to the victim to offer support,0,0,0,0,A lot,Yes,Yes,Often,0,0,0,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",You try to pay to see if the other person will offer to share in the cost,0,1,1,1,1,0,0,0,0,0,1,0,Married,1,0,0,Straight,White,Post graduate degree,Michigan,"$50,000-$74,999",East North Central,Android Phone / Tablet,White,Post graduate degree,18 - 34,1,Straight,0.12588054099999998
48,Very masculine,Somewhat important,1,0,0,0,0,0,No,Sometimes,Rarely,Often,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Sometimes,No answer,"Never, but open to it",0,0,0,0,0,0,0,0,1,0,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Always,0,0,You feel good about being the one who pays,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Married,0,1,0,Straight,White,College graduate,Oregon,"$75,000-$99,999",Pacific,Android Phone / Tablet,White,College or more,65 and up,1,Straight,0.44249484899999997
49,Somewhat masculine,Somewhat important,1,1,0,0,1,1,Yes,Sometimes,Often,Sometimes,Sometimes,"Never, and not open to it",Rarely,"Never, and not open to it","Never, and not open to it","Never, and not open to it",Rarely,Often,0,1,0,1,0,1,1,1,1,1,1,0,"Not employed, looking for work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Always,0,0,0,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",You try to pay to see if the other person will offer to share in the cost,0,0,1,0,1,1,0,1,0,0,0,0,Never married,0,0,1,Straight,White,College graduate,Oregon,"$10,000-$24,999",Pacific,iOS Phone / Tablet,White,College or more,35 - 64,0,Straight,0.470628361
50,Not very masculine,Somewhat important,1,0,1,1,0,0,Yes,Rarely,Sometimes,Rarely,Often,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,Sometimes,Sometimes,Sometimes,0,1,0,1,0,0,1,1,0,1,1,0,"Employed, working full-time",Men make more money,0,0,0,0,0,0,0,0,0,Greater risk of being accused of being sexist or racist,0,0,0,0,Contacted the manager of the accused person,0,0,0,0,0,A lot,Yes,Yes,Often,It?s the right thing to do,0,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",You try to pay to see if the other person will offer to share in the cost,0,1,1,1,0,0,0,1,0,0,0,1,Never married,0,0,1,Straight,Hispanic,Post graduate degree,Florida,"$50,000-$74,999",South Atlantic,Android Phone / Tablet,Hispanic,Post graduate degree,18 - 34,0,Straight,0.660588029
51,Somewhat masculine,Not too important,1,0,0,0,1,0,Yes,Sometimes,Sometimes,No answer,Often,"Never, and not open to it","Never, but open to it","Never, and not open to it",Rarely,Rarely,"Never, but open to it",Sometimes,0,1,0,0,0,0,0,0,0,0,0,0,"Employed, working part-time",Men make more money,0,0,Men have more promotion/professional development opportunities,0,0,0,0,0,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Nothing at all,0,Yes,Often,It?s the right thing to do,0,0,0,"You asked the person out, so you feel obligated to pay",0,0,0,1,0,0,0,0,0,0,0,1,0,Divorced,0,1,0,Straight,White,Post graduate degree,Washington,"$10,000-$24,999",Pacific,Windows Desktop / Laptop,White,Post graduate degree,65 and up,1,Straight,0.019744451
52,Very masculine,Somewhat important,1,1,1,0,1,0,No,Sometimes,Often,Often,Sometimes,"Never, but open to it","Never, and not open to it",Often,Rarely,Rarely,Sometimes,Often,0,0,0,0,0,0,0,1,1,1,0,0,"Not employed, NOT looking for work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Never,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Never married,0,0,1,Gay,White,Some college,Ohio,"$10,000-$24,999",East North Central,Windows Desktop / Laptop,White,Some college,35 - 64,0,Gay/Bisexual,3.105916675
53,Somewhat masculine,Not at all important,0,0,0,1,1,0,No,Rarely,"Never, but open to it",Sometimes,"Never, and not open to it","Never, and not open to it",Often,"Never, and not open to it",Sometimes,Often,"Never, and not open to it",Rarely,0,0,0,0,0,0,0,0,0,1,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Always,It?s the right thing to do,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,Married,0,1,0,Straight,White,College graduate,Washington,"$75,000-$99,999",Pacific,Windows Desktop / Laptop,White,College or more,65 and up,1,Straight,0.37398530700000004
54,Somewhat masculine,Not too important,0,0,0,1,0,0,Yes,"Never, but open to it",Rarely,"Never, and not open to it",Sometimes,Rarely,Sometimes,"Never, and not open to it",Sometimes,Often,"Never, but open to it",Sometimes,0,1,0,1,0,1,0,1,1,1,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Often,It?s the right thing to do,0,You feel good about being the one who pays,0,"You asked the person out, so you feel obligated to pay",0,0,1,1,1,0,0,0,1,0,0,0,0,Divorced,0,1,0,Straight,White,High school or G.E.D.,Washington,"$50,000-$74,999",Mountain,Windows Desktop / Laptop,White,High school or less,35 - 64,1,Straight,1.471602022
55,Somewhat masculine,Not too important,0,0,0,1,0,0,No,Sometimes,Sometimes,Rarely,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Rarely,Rarely,Sometimes,0,1,1,0,0,1,1,1,1,1,0,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,Did not respond at all,0,0,You didn?t want to get involved,Some,No,Yes,Often,0,0,0,"Societal expectations, even though you don?t always think you should have to pay",0,0,0,0,0,0,1,0,0,0,0,0,1,0,Married,0,1,0,Straight,White,College graduate,Massachusetts,"$100,000-$124,999",New England,iOS Phone / Tablet,White,College or more,35 - 64,1,Straight,0.68862606
56,Somewhat masculine,Not too important,0,0,0,0,0,1,No,"Never, but open to it",Rarely,"Never, but open to it",Rarely,"Never, and not open to it","Never, but open to it","Never, and not open to it",Rarely,Sometimes,Rarely,Rarely,0,1,0,1,0,0,0,0,0,0,0,0,"Not employed, NOT looking for work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Always,It?s the right thing to do,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,Never married,0,0,1,Straight,White,Did not complete high school,Oregon,"$10,000-$24,999",Pacific,Android Phone / Tablet,White,High school or less,35 - 64,0,Straight,1.816118981
57,Very masculine,Not too important,1,0,0,0,0,0,No,"Never, but open to it",Rarely,Rarely,"Never, but open to it","Never, and not open to it",Sometimes,"Never, and not open to it",Sometimes,Rarely,"Never, but open to it","Never, but open to it",0,0,0,0,0,0,0,0,0,0,0,1,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Always,It?s the right thing to do,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Married,0,1,0,Straight,White,Post graduate degree,Washington,Prefer not to answer,Pacific,Windows Desktop / Laptop,White,Post graduate degree,65 and up,1,Straight,0.019744451
58,Very masculine,Not too important,0,0,0,0,0,1,Yes,Sometimes,Rarely,Rarely,Rarely,Rarely,Often,"Never, and not open to it",Rarely,"Never, and not open to it","Never, and not open to it","Never, and not open to it",0,0,0,0,0,0,0,0,1,1,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Sometimes,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,Divorced,0,1,0,Straight,White,College graduate,Oregon,"$25,000-$49,999",Pacific,Android Phone / Tablet,White,College or more,65 and up,1,Straight,0.44249484899999997
59,Somewhat masculine,Somewhat important,1,0,0,0,0,0,Yes,"Never, but open to it",Rarely,"Never, but open to it","Never, but open to it","Never, and not open to it",Often,"Never, and not open to it",Often,Often,"Never, but open to it",Rarely,0,0,0,0,0,0,0,0,1,1,0,0,"Employed, working part-time",0,0,0,0,0,0,None of the above,0,0,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Some,No,No,Often,0,0,0,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",You try to pay to see if the other person will offer to share in the cost,0,1,0,1,1,1,0,0,0,0,1,0,Married,0,1,0,Straight,White,Some college,Oregon,"$25,000-$49,999",Pacific,Windows Desktop / Laptop,White,Some college,65 and up,1,Straight,0.547589263
60,Very masculine,Very important,0,0,0,0,1,0,No,"Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it",Often,"Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it",0,0,0,0,0,0,0,0,0,0,0,1,"Not employed, NOT looking for work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Always,It?s the right thing to do,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Married,0,0,1,Straight,White,High school or G.E.D.,Missouri,"$0-$9,999",West North Central,Android Phone / Tablet,White,High school or less,35 - 64,0,Straight,6.6320577620000005
61,Very masculine,Very important,1,0,0,0,0,0,Yes,Sometimes,Sometimes,Sometimes,Sometimes,"Never, and not open to it","Never, and not open to it","Never, and not open to it",Sometimes,Often,Rarely,Rarely,0,0,0,0,0,0,0,0,0,1,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Often,It?s the right thing to do,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Married,0,1,0,Straight,White,College graduate,Washington,"$50,000-$74,999",Pacific,Windows Desktop / Laptop,White,College or more,65 and up,1,Straight,0.37398530700000004
62,Very masculine,Not at all important,1,1,0,0,0,0,Yes,Sometimes,"Never, and not open to it","Never, and not open to it",Rarely,"Never, and not open to it","Never, and not open to it","Never, and not open to it",Often,"Never, and not open to it","Never, and not open to it",Sometimes,0,0,0,0,0,0,0,0,0,0,0,1,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Never,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Married,0,1,0,Straight,White,Post graduate degree,Washington,"$125,000-$149,999",Pacific,Windows Desktop / Laptop,White,Post graduate degree,65 and up,1,Straight,0.019744451
63,Not very masculine,Somewhat important,0,0,0,0,0,1,Yes,Rarely,"Never, but open to it","Never, but open to it","Never, but open to it","Never, and not open to it",Often,"Never, and not open to it",Often,Sometimes,"Never, but open to it",Sometimes,0,0,1,0,0,0,0,0,0,0,0,0,"Not employed, looking for work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Often,It?s the right thing to do,0,0,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",0,0,1,1,1,0,0,0,0,0,0,1,0,Never married,0,0,1,Straight,White,High school or G.E.D.,California,"$10,000-$24,999",Pacific,Android Phone / Tablet,White,High school or less,18 - 34,0,Straight,6.74145507
64,Not very masculine,Somewhat important,1,1,1,1,1,0,Yes,Rarely,Rarely,Sometimes,No answer,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Often,Often,Often,0,1,0,0,0,0,1,0,0,1,1,0,"Employed, working full-time",0,Men are taken more seriously,Men have more choice,Men have more promotion/professional development opportunities,Men are explicitly praised more often,Men generally have more support from their managers,0,0,Managers want to hire and promote women,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,Yes,Yes,Often,0,0,0,0,0,You try to pay to see if the other person will offer to share in the cost,0,0,0,1,0,0,0,1,0,0,0,0,Married,1,0,0,Straight,White,Post graduate degree,Georgia,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop,White,Post graduate degree,35 - 64,1,Straight,0.076420106
65,Very masculine,Somewhat important,1,1,0,1,0,0,Yes,Rarely,Sometimes,Rarely,Sometimes,"Never, but open to it",Sometimes,"Never, and not open to it",Often,Sometimes,Rarely,Sometimes,0,1,0,1,0,1,1,0,0,0,0,0,"Employed, working part-time",0,0,0,0,0,0,None of the above,Other (please specify),0,0,0,0,Other (please specify),0,0,0,0,0,Never witnessed sexual harassment,0,0,Some,Yes,Yes,Always,It?s the right thing to do,0,You feel good about being the one who pays,0,"You asked the person out, so you feel obligated to pay",0,0,1,0,1,1,0,0,0,0,0,1,0,Married,0,1,0,Straight,White,College graduate,Washington,"$125,000-$149,999",Pacific,iOS Phone / Tablet,White,College or more,65 and up,1,Straight,0.37398530700000004
66,Somewhat masculine,Not too important,1,0,1,0,0,1,No,Sometimes,Sometimes,Rarely,Rarely,Rarely,"Never, but open to it",Rarely,Rarely,Rarely,"Never, and not open to it",Sometimes,0,1,0,0,0,0,0,0,0,1,0,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,0,Other (please specify),0,Some,No,No,Often,It?s the right thing to do,You make more money than your date,0,0,"You asked the person out, so you feel obligated to pay",0,0,1,1,1,1,1,0,1,0,0,0,0,Never married,0,0,1,Gay,White,Associate's degree,Texas,"$75,000-$99,999",West South Central,Windows Desktop / Laptop,White,Some college,35 - 64,0,Gay/Bisexual,0.6394124379999999
